"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Injury Intent"	"Injury Intent Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"2001"	"2001"	"Unintentional"	"1"	20	12488445	0.2
	"Illinois"	"17"	"2001"	"2001"	"Suicide"	"2"	505	12488445	4.0
	"Illinois"	"17"	"2001"	"2001"	"Homicide"	"3"	747	12488445	6.0
	"Illinois"	"17"	"2002"	"2002"	"Unintentional"	"1"	17	12525556	0.1 (Unreliable)
	"Illinois"	"17"	"2002"	"2002"	"Suicide"	"2"	466	12525556	3.7
	"Illinois"	"17"	"2002"	"2002"	"Homicide"	"3"	728	12525556	5.8
	"Illinois"	"17"	"2002"	"2002"	"Undetermined "	"4"	14	12525556	0.1 (Unreliable)
	"Illinois"	"17"	"2003"	"2003"	"Unintentional"	"1"	23	12556006	0.2
	"Illinois"	"17"	"2003"	"2003"	"Suicide"	"2"	404	12556006	3.2
	"Illinois"	"17"	"2003"	"2003"	"Homicide"	"3"	696	12556006	5.5
	"Illinois"	"17"	"2003"	"2003"	"Undetermined "	"4"	15	12556006	0.1 (Unreliable)
	"Illinois"	"17"	"2004"	"2004"	"Unintentional"	"1"	18	12589773	0.1 (Unreliable)
	"Illinois"	"17"	"2004"	"2004"	"Suicide"	"2"	387	12589773	3.1
	"Illinois"	"17"	"2004"	"2004"	"Homicide"	"3"	573	12589773	4.6
	"Illinois"	"17"	"2004"	"2004"	"Undetermined "	"4"	11	12589773	0.1 (Unreliable)
	"Illinois"	"17"	"2005"	"2005"	"Unintentional"	"1"	21	12609903	0.2
	"Illinois"	"17"	"2005"	"2005"	"Suicide"	"2"	424	12609903	3.4
	"Illinois"	"17"	"2005"	"2005"	"Homicide"	"3"	569	12609903	4.5
	"Illinois"	"17"	"2006"	"2006"	"Unintentional"	"1"	24	12643955	0.2
	"Illinois"	"17"	"2006"	"2006"	"Suicide"	"2"	372	12643955	2.9
	"Illinois"	"17"	"2006"	"2006"	"Homicide"	"3"	625	12643955	4.9
	"Illinois"	"17"	"2006"	"2006"	"Undetermined "	"4"	11	12643955	0.1 (Unreliable)
	"Illinois"	"17"	"2007"	"2007"	"Unintentional"	"1"	21	12695866	0.2
	"Illinois"	"17"	"2007"	"2007"	"Suicide"	"2"	423	12695866	3.3
	"Illinois"	"17"	"2007"	"2007"	"Homicide"	"3"	575	12695866	4.5
	"Illinois"	"17"	"2008"	"2008"	"Unintentional"	"1"	18	12747038	0.1 (Unreliable)
	"Illinois"	"17"	"2008"	"2008"	"Suicide"	"2"	438	12747038	3.4
	"Illinois"	"17"	"2008"	"2008"	"Homicide"	"3"	631	12747038	5.0
	"Illinois"	"17"	"2009"	"2009"	"Unintentional"	"1"	14	12796778	0.1 (Unreliable)
	"Illinois"	"17"	"2009"	"2009"	"Suicide"	"2"	402	12796778	3.1
	"Illinois"	"17"	"2009"	"2009"	"Homicide"	"3"	628	12796778	4.9
	"Illinois"	"17"	"2010"	"2010"	"Unintentional"	"1"	22	12830632	0.2
	"Illinois"	"17"	"2010"	"2010"	"Suicide"	"2"	442	12830632	3.4
	"Illinois"	"17"	"2010"	"2010"	"Homicide"	"3"	577	12830632	4.5
	"Illinois"	"17"	"2010"	"2010"	"Undetermined "	"4"	13	12830632	0.1 (Unreliable)
	"Illinois"	"17"	"2011"	"2011"	"Unintentional"	"1"	20	12860012	0.2
	"Illinois"	"17"	"2011"	"2011"	"Suicide"	"2"	461	12860012	3.6
	"Illinois"	"17"	"2011"	"2011"	"Homicide"	"3"	610	12860012	4.7
	"Illinois"	"17"	"2012"	"2012"	"Unintentional"	"1"	17	12870798	0.1 (Unreliable)
	"Illinois"	"17"	"2012"	"2012"	"Suicide"	"2"	490	12870798	3.8
	"Illinois"	"17"	"2012"	"2012"	"Homicide"	"3"	645	12870798	5.0
	"Illinois"	"17"	"2012"	"2012"	"Undetermined "	"4"	12	12870798	0.1 (Unreliable)
	"Illinois"	"17"	"2013"	"2013"	"Unintentional"	"1"	18	12879505	0.1 (Unreliable)
	"Illinois"	"17"	"2013"	"2013"	"Suicide"	"2"	496	12879505	3.9
	"Illinois"	"17"	"2013"	"2013"	"Homicide"	"3"	576	12879505	4.5
	"Illinois"	"17"	"2013"	"2013"	"Undetermined "	"4"	11	12879505	0.1 (Unreliable)
	"Illinois"	"17"	"2014"	"2014"	"Suicide"	"2"	533	12867544	4.1
	"Illinois"	"17"	"2014"	"2014"	"Homicide"	"3"	614	12867544	4.8
	"Illinois"	"17"	"2014"	"2014"	"Undetermined "	"4"	13	12867544	0.1 (Unreliable)
	"Illinois"	"17"	"2015"	"2015"	"Unintentional"	"1"	15	12839047	0.1 (Unreliable)
	"Illinois"	"17"	"2015"	"2015"	"Suicide"	"2"	495	12839047	3.9
	"Illinois"	"17"	"2015"	"2015"	"Homicide"	"3"	692	12839047	5.4
	"Illinois"	"17"	"2016"	"2016"	"Unintentional"	"1"	11	12801539	0.1 (Unreliable)
	"Illinois"	"17"	"2016"	"2016"	"Suicide"	"2"	506	12801539	4.0
	"Illinois"	"17"	"2016"	"2016"	"Homicide"	"3"	944	12801539	7.4
	"Illinois"	"17"	"2016"	"2016"	"Undetermined "	"4"	13	12801539	0.1 (Unreliable)
	"Indiana"	"18"	"1999"	"1999"	"Unintentional"	"1"	23	6044969	0.4
	"Indiana"	"18"	"1999"	"1999"	"Suicide"	"2"	368	6044969	6.1
	"Indiana"	"18"	"1999"	"1999"	"Homicide"	"3"	271	6044969	4.5
	"Indiana"	"18"	"1999"	"1999"	"Undetermined "	"4"	10	6044969	0.2 (Unreliable)
	"Indiana"	"18"	"2000"	"2000"	"Unintentional"	"1"	23	6080485	0.4
	"Indiana"	"18"	"2000"	"2000"	"Suicide"	"2"	411	6080485	6.8
	"Indiana"	"18"	"2000"	"2000"	"Homicide"	"3"	218	6080485	3.6
	"Indiana"	"18"	"2000"	"2000"	"Undetermined "	"4"	10	6080485	0.2 (Unreliable)
	"Indiana"	"18"	"2001"	"2001"	"Unintentional"	"1"	21	6127760	0.3
	"Indiana"	"18"	"2001"	"2001"	"Suicide"	"2"	411	6127760	6.7
	"Indiana"	"18"	"2001"	"2001"	"Homicide"	"3"	290	6127760	4.7
	"Indiana"	"18"	"2002"	"2002"	"Unintentional"	"1"	24	6155967	0.4
	"Indiana"	"18"	"2002"	"2002"	"Suicide"	"2"	448	6155967	7.3
	"Indiana"	"18"	"2002"	"2002"	"Homicide"	"3"	242	6155967	3.9
	"Indiana"	"18"	"2003"	"2003"	"Unintentional"	"1"	16	6196638	0.3 (Unreliable)
	"Indiana"	"18"	"2003"	"2003"	"Suicide"	"2"	418	6196638	6.7
	"Indiana"	"18"	"2003"	"2003"	"Homicide"	"3"	247	6196638	4.0
	"Indiana"	"18"	"2004"	"2004"	"Unintentional"	"1"	14	6233007	0.2 (Unreliable)
	"Indiana"	"18"	"2004"	"2004"	"Suicide"	"2"	385	6233007	6.2
	"Indiana"	"18"	"2004"	"2004"	"Homicide"	"3"	224	6233007	3.6
	"Indiana"	"18"	"2005"	"2005"	"Unintentional"	"1"	13	6278616	0.2 (Unreliable)
	"Indiana"	"18"	"2005"	"2005"	"Suicide"	"2"	416	6278616	6.6
	"Indiana"	"18"	"2005"	"2005"	"Homicide"	"3"	257	6278616	4.1
	"Indiana"	"18"	"2006"	"2006"	"Unintentional"	"1"	20	6332669	0.3
	"Indiana"	"18"	"2006"	"2006"	"Suicide"	"2"	442	6332669	7.0
	"Indiana"	"18"	"2006"	"2006"	"Homicide"	"3"	264	6332669	4.2
	"Indiana"	"18"	"2007"	"2007"	"Unintentional"	"1"	15	6379599	0.2 (Unreliable)
	"Indiana"	"18"	"2007"	"2007"	"Suicide"	"2"	392	6379599	6.1
	"Indiana"	"18"	"2007"	"2007"	"Homicide"	"3"	251	6379599	3.9
	"Indiana"	"18"	"2008"	"2008"	"Unintentional"	"1"	21	6424806	0.3
	"Indiana"	"18"	"2008"	"2008"	"Suicide"	"2"	450	6424806	7.0
	"Indiana"	"18"	"2008"	"2008"	"Homicide"	"3"	235	6424806	3.7
	"Indiana"	"18"	"2008"	"2008"	"Undetermined "	"4"	10	6424806	0.2 (Unreliable)
	"Indiana"	"18"	"2009"	"2009"	"Unintentional"	"1"	22	6459325	0.3
	"Indiana"	"18"	"2009"	"2009"	"Suicide"	"2"	458	6459325	7.1
	"Indiana"	"18"	"2009"	"2009"	"Homicide"	"3"	245	6459325	3.8
	"Indiana"	"18"	"2010"	"2010"	"Unintentional"	"1"	18	6483802	0.3 (Unreliable)
	"Indiana"	"18"	"2010"	"2010"	"Suicide"	"2"	455	6483802	7.0
	"Indiana"	"18"	"2010"	"2010"	"Homicide"	"3"	223	6483802	3.4
	"Indiana"	"18"	"2011"	"2011"	"Unintentional"	"1"	14	6516480	0.2 (Unreliable)
	"Indiana"	"18"	"2011"	"2011"	"Suicide"	"2"	411	6516480	6.3
	"Indiana"	"18"	"2011"	"2011"	"Homicide"	"3"	202	6516480	3.1
	"Indiana"	"18"	"2012"	"2012"	"Unintentional"	"1"	14	6537743	0.2 (Unreliable)
	"Indiana"	"18"	"2012"	"2012"	"Suicide"	"2"	513	6537743	7.8
	"Indiana"	"18"	"2012"	"2012"	"Homicide"	"3"	251	6537743	3.8
	"Indiana"	"18"	"2013"	"2013"	"Unintentional"	"1"	15	6569102	0.2 (Unreliable)
	"Indiana"	"18"	"2013"	"2013"	"Suicide"	"2"	523	6569102	8.0
	"Indiana"	"18"	"2013"	"2013"	"Homicide"	"3"	298	6569102	4.5
	"Indiana"	"18"	"2014"	"2014"	"Unintentional"	"1"	15	6595233	0.2 (Unreliable)
	"Indiana"	"18"	"2014"	"2014"	"Suicide"	"2"	528	6595233	8.0
	"Indiana"	"18"	"2014"	"2014"	"Homicide"	"3"	259	6595233	3.9
	"Indiana"	"18"	"2015"	"2015"	"Unintentional"	"1"	14	6612768	0.2 (Unreliable)
	"Indiana"	"18"	"2015"	"2015"	"Suicide"	"2"	517	6612768	7.8
	"Indiana"	"18"	"2015"	"2015"	"Homicide"	"3"	294	6612768	4.4
	"Indiana"	"18"	"2016"	"2016"	"Unintentional"	"1"	20	6633053	0.3
	"Indiana"	"18"	"2016"	"2016"	"Suicide"	"2"	591	6633053	8.9
	"Indiana"	"18"	"2016"	"2016"	"Homicide"	"3"	368	6633053	5.5
	"Iowa"	"19"	"1999"	"1999"	"Suicide"	"2"	160	2917634	5.5
	"Iowa"	"19"	"1999"	"1999"	"Homicide"	"3"	28	2917634	1.0
	"Iowa"	"19"	"2000"	"2000"	"Suicide"	"2"	157	2926324	5.4
	"Iowa"	"19"	"2000"	"2000"	"Homicide"	"3"	25	2926324	0.9
	"Iowa"	"19"	"2001"	"2001"	"Suicide"	"2"	157	2931997	5.4
	"Iowa"	"19"	"2001"	"2001"	"Homicide"	"3"	24	2931997	0.8
	"Iowa"	"19"	"2002"	"2002"	"Suicide"	"2"	157	2934234	5.4
	"Iowa"	"19"	"2002"	"2002"	"Homicide"	"3"	30	2934234	1.0
	"Iowa"	"19"	"2003"	"2003"	"Suicide"	"2"	178	2941999	6.1
	"Iowa"	"19"	"2003"	"2003"	"Homicide"	"3"	24	2941999	0.8
	"Iowa"	"19"	"2004"	"2004"	"Suicide"	"2"	155	2953635	5.2
	"Iowa"	"19"	"2004"	"2004"	"Homicide"	"3"	30	2953635	1.0
	"Iowa"	"19"	"2005"	"2005"	"Suicide"	"2"	170	2964454	5.7
	"Iowa"	"19"	"2005"	"2005"	"Homicide"	"3"	23	2964454	0.8
	"Iowa"	"19"	"2006"	"2006"	"Suicide"	"2"	149	2982644	5.0
	"Iowa"	"19"	"2006"	"2006"	"Homicide"	"3"	38	2982644	1.3
	"Iowa"	"19"	"2007"	"2007"	"Suicide"	"2"	133	2999212	4.4
	"Iowa"	"19"	"2007"	"2007"	"Homicide"	"3"	18	2999212	0.6 (Unreliable)
	"Iowa"	"19"	"2008"	"2008"	"Suicide"	"2"	180	3016734	6.0
	"Iowa"	"19"	"2008"	"2008"	"Homicide"	"3"	34	3016734	1.1
	"Iowa"	"19"	"2009"	"2009"	"Suicide"	"2"	160	3032870	5.3
	"Iowa"	"19"	"2009"	"2009"	"Homicide"	"3"	19	3032870	0.6 (Unreliable)
	"Iowa"	"19"	"2010"	"2010"	"Suicide"	"2"	177	3046355	5.8
	"Iowa"	"19"	"2010"	"2010"	"Homicide"	"3"	34	3046355	1.1
	"Iowa"	"19"	"2011"	"2011"	"Suicide"	"2"	185	3065223	6.0
	"Iowa"	"19"	"2011"	"2011"	"Homicide"	"3"	31	3065223	1.0
	"Iowa"	"19"	"2012"	"2012"	"Suicide"	"2"	175	3076310	5.7
	"Iowa"	"19"	"2012"	"2012"	"Homicide"	"3"	33	3076310	1.1
	"Iowa"	"19"	"2013"	"2013"	"Suicide"	"2"	221	3091930	7.1
	"Iowa"	"19"	"2013"	"2013"	"Homicide"	"3"	24	3091930	0.8
	"Iowa"	"19"	"2014"	"2014"	"Suicide"	"2"	194	3108030	6.2
	"Iowa"	"19"	"2014"	"2014"	"Homicide"	"3"	36	3108030	1.2
	"Iowa"	"19"	"2015"	"2015"	"Suicide"	"2"	193	3121997	6.2
	"Iowa"	"19"	"2015"	"2015"	"Homicide"	"3"	47	3121997	1.5
	"Iowa"	"19"	"2016"	"2016"	"Suicide"	"2"	228	3134693	7.3
	"Iowa"	"19"	"2016"	"2016"	"Homicide"	"3"	49	3134693	1.6
	"Kansas"	"20"	"1999"	"1999"	"Unintentional"	"1"	10	2678338	0.4 (Unreliable)
	"Kansas"	"20"	"1999"	"1999"	"Suicide"	"2"	166	2678338	6.2
	"Kansas"	"20"	"1999"	"1999"	"Homicide"	"3"	88	2678338	3.3
	"Kansas"	"20"	"2000"	"2000"	"Suicide"	"2"	186	2688418	6.9
	"Kansas"	"20"	"2000"	"2000"	"Homicide"	"3"	101	2688418	3.8
	"Kansas"	"20"	"2001"	"2001"	"Unintentional"	"1"	11	2702162	0.4 (Unreliable)
	"Kansas"	"20"	"2001"	"2001"	"Suicide"	"2"	160	2702162	5.9
	"Kansas"	"20"	"2001"	"2001"	"Homicide"	"3"	91	2702162	3.4
	"Kansas"	"20"	"2002"	"2002"	"Suicide"	"2"	184	2713535	6.8
	"Kansas"	"20"	"2002"	"2002"	"Homicide"	"3"	74	2713535	2.7
	"Kansas"	"20"	"2003"	"2003"	"Suicide"	"2"	211	2723004	7.7
	"Kansas"	"20"	"2003"	"2003"	"Homicide"	"3"	78	2723004	2.9
	"Kansas"	"20"	"2004"	"2004"	"Suicide"	"2"	204	2734373	7.5
	"Kansas"	"20"	"2004"	"2004"	"Homicide"	"3"	85	2734373	3.1
	"Kansas"	"20"	"2005"	"2005"	"Suicide"	"2"	188	2745299	6.8
	"Kansas"	"20"	"2005"	"2005"	"Homicide"	"3"	61	2745299	2.2
	"Kansas"	"20"	"2006"	"2006"	"Suicide"	"2"	211	2762931	7.6
	"Kansas"	"20"	"2006"	"2006"	"Homicide"	"3"	73	2762931	2.6
	"Kansas"	"20"	"2007"	"2007"	"Suicide"	"2"	213	2783785	7.7
	"Kansas"	"20"	"2007"	"2007"	"Homicide"	"3"	71	2783785	2.6
	"Kansas"	"20"	"2008"	"2008"	"Unintentional"	"1"	11	2808076	0.4 (Unreliable)
	"Kansas"	"20"	"2008"	"2008"	"Suicide"	"2"	185	2808076	6.6
	"Kansas"	"20"	"2008"	"2008"	"Homicide"	"3"	77	2808076	2.7
	"Kansas"	"20"	"2009"	"2009"	"Suicide"	"2"	200	2832704	7.1
	"Kansas"	"20"	"2009"	"2009"	"Homicide"	"3"	92	2832704	3.2
	"Kansas"	"20"	"2010"	"2010"	"Unintentional"	"1"	12	2853118	0.4 (Unreliable)
	"Kansas"	"20"	"2010"	"2010"	"Suicide"	"2"	210	2853118	7.4
	"Kansas"	"20"	"2010"	"2010"	"Homicide"	"3"	68	2853118	2.4
	"Kansas"	"20"	"2011"	"2011"	"Suicide"	"2"	233	2869503	8.1
	"Kansas"	"20"	"2011"	"2011"	"Homicide"	"3"	81	2869503	2.8
	"Kansas"	"20"	"2012"	"2012"	"Suicide"	"2"	297	2885262	10.3
	"Kansas"	"20"	"2012"	"2012"	"Homicide"	"3"	67	2885262	2.3
	"Kansas"	"20"	"2013"	"2013"	"Suicide"	"2"	241	2892821	8.3
	"Kansas"	"20"	"2013"	"2013"	"Homicide"	"3"	79	2892821	2.7
	"Kansas"	"20"	"2014"	"2014"	"Suicide"	"2"	238	2899360	8.2
	"Kansas"	"20"	"2014"	"2014"	"Homicide"	"3"	73	2899360	2.5
	"Kansas"	"20"	"2015"	"2015"	"Suicide"	"2"	224	2906721	7.7
	"Kansas"	"20"	"2015"	"2015"	"Homicide"	"3"	95	2906721	3.3
	"Kansas"	"20"	"2016"	"2016"	"Suicide"	"2"	257	2907289	8.8
	"Kansas"	"20"	"2016"	"2016"	"Homicide"	"3"	113	2907289	3.9
	"Kentucky"	"21"	"1999"	"1999"	"Unintentional"	"1"	35	4018053	0.9
	"Kentucky"	"21"	"1999"	"1999"	"Suicide"	"2"	334	4018053	8.3
	"Kentucky"	"21"	"1999"	"1999"	"Homicide"	"3"	142	4018053	3.5
	"Kentucky"	"21"	"1999"	"1999"	"Undetermined "	"4"	12	4018053	0.3 (Unreliable)
	"Kentucky"	"21"	"2000"	"2000"	"Unintentional"	"1"	31	4041769	0.8
	"Kentucky"	"21"	"2000"	"2000"	"Suicide"	"2"	373	4041769	9.2
	"Kentucky"	"21"	"2000"	"2000"	"Homicide"	"3"	133	4041769	3.3
	"Kentucky"	"21"	"2001"	"2001"	"Unintentional"	"1"	45	4068132	1.1
	"Kentucky"	"21"	"2001"	"2001"	"Suicide"	"2"	331	4068132	8.1
	"Kentucky"	"21"	"2001"	"2001"	"Homicide"	"3"	138	4068132	3.4
	"Kentucky"	"21"	"2002"	"2002"	"Unintentional"	"1"	39	4089875	1.0
	"Kentucky"	"21"	"2002"	"2002"	"Suicide"	"2"	364	4089875	8.9
	"Kentucky"	"21"	"2002"	"2002"	"Homicide"	"3"	127	4089875	3.1
	"Kentucky"	"21"	"2002"	"2002"	"Undetermined "	"4"	13	4089875	0.3 (Unreliable)
	"Kentucky"	"21"	"2003"	"2003"	"Unintentional"	"1"	34	4117170	0.8
	"Kentucky"	"21"	"2003"	"2003"	"Suicide"	"2"	400	4117170	9.7
	"Kentucky"	"21"	"2003"	"2003"	"Homicide"	"3"	115	4117170	2.8
	"Kentucky"	"21"	"2004"	"2004"	"Unintentional"	"1"	16	4146101	0.4 (Unreliable)
	"Kentucky"	"21"	"2004"	"2004"	"Suicide"	"2"	377	4146101	9.1
	"Kentucky"	"21"	"2004"	"2004"	"Homicide"	"3"	152	4146101	3.7
	"Kentucky"	"21"	"2005"	"2005"	"Unintentional"	"1"	16	4182742	0.4 (Unreliable)
	"Kentucky"	"21"	"2005"	"2005"	"Suicide"	"2"	373	4182742	8.9
	"Kentucky"	"21"	"2005"	"2005"	"Homicide"	"3"	152	4182742	3.6
	"Kentucky"	"21"	"2006"	"2006"	"Unintentional"	"1"	23	4219239	0.5
	"Kentucky"	"21"	"2006"	"2006"	"Suicide"	"2"	383	4219239	9.1
	"Kentucky"	"21"	"2006"	"2006"	"Homicide"	"3"	111	4219239	2.6
	"Kentucky"	"21"	"2006"	"2006"	"Undetermined "	"4"	10	4219239	0.2 (Unreliable)
	"Kentucky"	"21"	"2007"	"2007"	"Unintentional"	"1"	30	4256672	0.7
	"Kentucky"	"21"	"2007"	"2007"	"Suicide"	"2"	422	4256672	9.9
	"Kentucky"	"21"	"2007"	"2007"	"Homicide"	"3"	152	4256672	3.6
	"Kentucky"	"21"	"2008"	"2008"	"Unintentional"	"1"	17	4289878	0.4 (Unreliable)
	"Kentucky"	"21"	"2008"	"2008"	"Suicide"	"2"	394	4289878	9.2
	"Kentucky"	"21"	"2008"	"2008"	"Homicide"	"3"	160	4289878	3.7
	"Kentucky"	"21"	"2009"	"2009"	"Unintentional"	"1"	15	4317074	0.3 (Unreliable)
	"Kentucky"	"21"	"2009"	"2009"	"Suicide"	"2"	403	4317074	9.3
	"Kentucky"	"21"	"2009"	"2009"	"Homicide"	"3"	133	4317074	3.1
	"Kentucky"	"21"	"2010"	"2010"	"Unintentional"	"1"	16	4339367	0.4 (Unreliable)
	"Kentucky"	"21"	"2010"	"2010"	"Suicide"	"2"	404	4339367	9.3
	"Kentucky"	"21"	"2010"	"2010"	"Homicide"	"3"	125	4339367	2.9
	"Kentucky"	"21"	"2011"	"2011"	"Unintentional"	"1"	15	4369354	0.3 (Unreliable)
	"Kentucky"	"21"	"2011"	"2011"	"Suicide"	"2"	453	4369354	10.4
	"Kentucky"	"21"	"2011"	"2011"	"Homicide"	"3"	133	4369354	3.0
	"Kentucky"	"21"	"2012"	"2012"	"Unintentional"	"1"	17	4384799	0.4 (Unreliable)
	"Kentucky"	"21"	"2012"	"2012"	"Suicide"	"2"	469	4384799	10.7
	"Kentucky"	"21"	"2012"	"2012"	"Homicide"	"3"	159	4384799	3.6
	"Kentucky"	"21"	"2013"	"2013"	"Unintentional"	"1"	21	4400477	0.5
	"Kentucky"	"21"	"2013"	"2013"	"Suicide"	"2"	453	4400477	10.3
	"Kentucky"	"21"	"2013"	"2013"	"Homicide"	"3"	138	4400477	3.1
	"Kentucky"	"21"	"2014"	"2014"	"Unintentional"	"1"	13	4413057	0.3 (Unreliable)
	"Kentucky"	"21"	"2014"	"2014"	"Suicide"	"2"	470	4413057	10.7
	"Kentucky"	"21"	"2014"	"2014"	"Homicide"	"3"	138	4413057	3.1
	"Kentucky"	"21"	"2015"	"2015"	"Suicide"	"2"	499	4424611	11.3
	"Kentucky"	"21"	"2015"	"2015"	"Homicide"	"3"	174	4424611	3.9
	"Kentucky"	"21"	"2016"	"2016"	"Unintentional"	"1"	21	4436974	0.5
	"Kentucky"	"21"	"2016"	"2016"	"Suicide"	"2"	495	4436974	11.2
	"Kentucky"	"21"	"2016"	"2016"	"Homicide"	"3"	234	4436974	5.3
	"Louisiana"	"22"	"1999"	"1999"	"Unintentional"	"1"	28	4460811	0.6
	"Louisiana"	"22"	"1999"	"1999"	"Suicide"	"2"	389	4460811	8.7
	"Louisiana"	"22"	"1999"	"1999"	"Homicide"	"3"	342	4460811	7.7
	"Louisiana"	"22"	"1999"	"1999"	"Undetermined "	"4"	15	4460811	0.3 (Unreliable)
	"Louisiana"	"22"	"2000"	"2000"	"Unintentional"	"1"	30	4468976	0.7
	"Louisiana"	"22"	"2000"	"2000"	"Suicide"	"2"	326	4468976	7.3
	"Louisiana"	"22"	"2000"	"2000"	"Homicide"	"3"	427	4468976	9.6
	"Louisiana"	"22"	"2001"	"2001"	"Unintentional"	"1"	24	4477875	0.5
	"Louisiana"	"22"	"2001"	"2001"	"Suicide"	"2"	352	4477875	7.9
	"Louisiana"	"22"	"2001"	"2001"	"Homicide"	"3"	400	4477875	8.9
	"Louisiana"	"22"	"2002"	"2002"	"Unintentional"	"1"	47	4497267	1.0
	"Louisiana"	"22"	"2002"	"2002"	"Suicide"	"2"	349	4497267	7.8
	"Louisiana"	"22"	"2002"	"2002"	"Homicide"	"3"	467	4497267	10.4
	"Louisiana"	"22"	"2003"	"2003"	"Unintentional"	"1"	50	4521042	1.1
	"Louisiana"	"22"	"2003"	"2003"	"Suicide"	"2"	316	4521042	7.0
	"Louisiana"	"22"	"2003"	"2003"	"Homicide"	"3"	473	4521042	10.5
	"Louisiana"	"22"	"2004"	"2004"	"Unintentional"	"1"	41	4552238	0.9
	"Louisiana"	"22"	"2004"	"2004"	"Suicide"	"2"	371	4552238	8.1
	"Louisiana"	"22"	"2004"	"2004"	"Homicide"	"3"	480	4552238	10.5
	"Louisiana"	"22"	"2005"	"2005"	"Unintentional"	"1"	38	4576628	0.8
	"Louisiana"	"22"	"2005"	"2005"	"Suicide"	"2"	348	4576628	7.6
	"Louisiana"	"22"	"2005"	"2005"	"Homicide"	"3"	457	4576628	10.0
	"Louisiana"	"22"	"2006"	"2006"	"Unintentional"	"1"	47	4302665	1.1
	"Louisiana"	"22"	"2006"	"2006"	"Suicide"	"2"	331	4302665	7.7
	"Louisiana"	"22"	"2006"	"2006"	"Homicide"	"3"	443	4302665	10.3
	"Louisiana"	"22"	"2007"	"2007"	"Unintentional"	"1"	36	4375581	0.8
	"Louisiana"	"22"	"2007"	"2007"	"Suicide"	"2"	335	4375581	7.7
	"Louisiana"	"22"	"2007"	"2007"	"Homicide"	"3"	488	4375581	11.2
	"Louisiana"	"22"	"2008"	"2008"	"Unintentional"	"1"	33	4435586	0.7
	"Louisiana"	"22"	"2008"	"2008"	"Suicide"	"2"	351	4435586	7.9
	"Louisiana"	"22"	"2008"	"2008"	"Homicide"	"3"	430	4435586	9.7
	"Louisiana"	"22"	"2009"	"2009"	"Unintentional"	"1"	23	4491648	0.5
	"Louisiana"	"22"	"2009"	"2009"	"Suicide"	"2"	328	4491648	7.3
	"Louisiana"	"22"	"2009"	"2009"	"Homicide"	"3"	449	4491648	10.0
	"Louisiana"	"22"	"2010"	"2010"	"Unintentional"	"1"	43	4533372	0.9
	"Louisiana"	"22"	"2010"	"2010"	"Suicide"	"2"	385	4533372	8.5
	"Louisiana"	"22"	"2010"	"2010"	"Homicide"	"3"	432	4533372	9.5
	"Louisiana"	"22"	"2011"	"2011"	"Unintentional"	"1"	51	4575404	1.1
	"Louisiana"	"22"	"2011"	"2011"	"Suicide"	"2"	377	4575404	8.2
	"Louisiana"	"22"	"2011"	"2011"	"Homicide"	"3"	431	4575404	9.4
	"Louisiana"	"22"	"2012"	"2012"	"Unintentional"	"1"	33	4603429	0.7
	"Louisiana"	"22"	"2012"	"2012"	"Suicide"	"2"	375	4603429	8.1
	"Louisiana"	"22"	"2012"	"2012"	"Homicide"	"3"	428	4603429	9.3
	"Louisiana"	"22"	"2013"	"2013"	"Unintentional"	"1"	19	4626402	0.4 (Unreliable)
	"Louisiana"	"22"	"2013"	"2013"	"Suicide"	"2"	408	4626402	8.8
	"Louisiana"	"22"	"2013"	"2013"	"Homicide"	"3"	446	4626402	9.6
	"Louisiana"	"22"	"2014"	"2014"	"Unintentional"	"1"	19	4647880	0.4 (Unreliable)
	"Louisiana"	"22"	"2014"	"2014"	"Suicide"	"2"	444	4647880	9.6
	"Louisiana"	"22"	"2014"	"2014"	"Homicide"	"3"	421	4647880	9.1
	"Louisiana"	"22"	"2015"	"2015"	"Unintentional"	"1"	17	4668960	0.4 (Unreliable)
	"Louisiana"	"22"	"2015"	"2015"	"Suicide"	"2"	468	4668960	10.0
	"Louisiana"	"22"	"2015"	"2015"	"Homicide"	"3"	456	4668960	9.8
	"Louisiana"	"22"	"2016"	"2016"	"Unintentional"	"1"	13	4681666	0.3 (Unreliable)
	"Louisiana"	"22"	"2016"	"2016"	"Suicide"	"2"	440	4681666	9.4
	"Louisiana"	"22"	"2016"	"2016"	"Homicide"	"3"	526	4681666	11.2
	"Maine"	"23"	"1999"	"1999"	"Suicide"	"2"	91	1266808	7.2
	"Maine"	"23"	"1999"	"1999"	"Homicide"	"3"	15	1266808	1.2 (Unreliable)
	"Maine"	"23"	"2000"	"2000"	"Suicide"	"2"	98	1274923	7.7
	"Maine"	"23"	"2000"	"2000"	"Homicide"	"3"	11	1274923	0.9 (Unreliable)
	"Maine"	"23"	"2001"	"2001"	"Suicide"	"2"	86	1285692	6.7
	"Maine"	"23"	"2002"	"2002"	"Suicide"	"2"	79	1295960	6.1
	"Maine"	"23"	"2003"	"2003"	"Suicide"	"2"	71	1306513	5.4
	"Maine"	"23"	"2004"	"2004"	"Suicide"	"2"	97	1313688	7.4
	"Maine"	"23"	"2004"	"2004"	"Homicide"	"3"	11	1313688	0.8 (Unreliable)
